PooledfundId,PooledFundName,AllocationSourceId,AllocationYear,ChfProjectCode,PlannedMen,PlannedWomen,PlannedBoys,PlannedGirls,PlannedTotal,ActualMen,ActualWomen,ActualBoys,ActualGirls,ActualTotal
21,Somalia,1,2011,SOM-11/DMA-0489/ER /Nut/NGO/556,2300,8990,0,0,11290,558,3497,0,0,4055
21,Somalia,1,2011,SOM-11/DMA-0489/ER /A/NGO/560,5909,8863,0,0,14772,5909,8863,0,0,14772
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Nut/NGO/561,0,800,1600,1600,4000,0,455,775,656,1886
21,Somalia,1,2011,SOM-11/DMA-0489/ER /Nut/INGO/562,7708,7709,0,0,15417,0,0,0,0,0
21,Somalia,1,2011,SOM-11/DMA-0489/ER /A/NGO/566,3893,7231,0,0,11124,3893,7231,0,0,11124
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Nut/NGO/571,1667,2897,0,0,4564,1608,2848,1608,1608,7672
21,Somalia,1,2011,SOM-11/DMA-0489/ER /A/INGO/578,5838,5667,0,0,11505,0,0,0,0,0
21,Somalia,1,2011,SOM-11/DMA-0489/ER /H/INGO/581,75000,75000,0,0,150000,39964,41101,0,0,81065
21,Somalia,1,2011,SOM-11/DMA-0489/ER /FSC/NGO/582,3482,6466,0,0,9948,4778,5951,0,0,10729
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Nut/NGO/586,0,3500,3000,3000,9500,0,2000,2750,2750,7500
21,Somalia,1,2011,SOM-11/DMA-0489/ER /A/NGO/594,2454,2646,0,0,5100,2454,2646,0,0,5100
21,Somalia,1,2011,SOM-11/DMA-0489/ER /A/INGO/599,3600,5400,0,0,9000,3600,5400,0,0,9000
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/H/INGO/600,10000,28000,17000,17000,72000,4320,14524,8230,8642,35716
21,Somalia,1,2011,SOM-11/DMA-0489/ER /WASH/NGO/613,20625,46875,0,0,67500,13475,19825,0,0,33300
21,Somalia,1,2011,SOM-11/DMA-0489/ER /Shelter/UN/638,36000,36000,0,0,72000,12710,12709,0,0,25419
21,Somalia,1,2011,SOM-11/DMA-0489/ER /A/INGO/641,5280,6720,0,0,12000,2276,2135,2501,3183,10095
21,Somalia,1,2011,SOM-11/DMA-0489/ER /A/NGO/647,8867,11353,0,0,20220,8867,11353,0,0,20220
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Shelter/NGO/650,16704,17309,5777,5777,45567,14125,14125,3754,3754,35758
21,Somalia,1,2011,SOM-11/DMA-0489/ER /A/INGO/658,2189,2371,0,0,4560,2189,2371,0,0,4560
21,Somalia,1,2011,SOM-11/DMA-0489/ER /A/NGO/662,5400,12600,5400,5400,28800,5400,12600,5400,12600,36000
21,Somalia,1,2011,SOM-11/DMA-0489/ER /Prot/INGO/664,16000,24000,0,0,40000,5409,8957,991,1923,17280
21,Somalia,1,2011,SOM-11/DMA-0489/ER /Prot/NGO/665,200,400,0,0,600,195,340,0,0,535
21,Somalia,1,2011,SOM-11/DMA-0489/ER /WASH/INGO/671,5975,7794,6345,6345,26459,5340,7213,6000,11430,29983
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Nut/NGO/673,0,3229,3229,3229,9687,778,2190,778,2190,5936
21,Somalia,1,2011,SOM-11/DMA-0489/ER /WASH/INGO/681,10560,13440,0,0,24000,3301,5438,5243,5438,19420
21,Somalia,1,2011,SOM-11/DMA-0489/ER /WASH/NGO/683,21200,28499,0,0,49699,20400,30000,0,0,50400
21,Somalia,1,2011,SOM-11/DMA-0489/ER /A/NGO/693,6120,9180,0,0,15300,2857,4284,3263,4896,15300
21,Somalia,1,2011,SOM-11/DMA-0489/ER /A/NGO/700,8250,9150,0,0,17400,8766,8634,0,0,17400
21,Somalia,1,2011,SOM-11/DMA-0489/ER /Shelter/NGO/732,2995,3245,780,780,7800,22995,3245,780,780,27800
21,Somalia,1,2011,SOM-11/DMA-0489/ER /WASH/NGO/755,9750,11700,7700,7700,36850,6825,8190,5390,6860,27265
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Nut/NGO/766,0,500,1500,1500,3500,0,365,568,852,1785
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/WASH/NGO/776,7460,13250,14970,14970,50650,3450,5970,6453,6876,22749
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/WASH/NGO/785,5220,9960,7830,7830,30840,5220,9960,7830,14940,37950
21,Somalia,1,2011,SOM-11/DMA-0489/ER /H/NGO/789,34440,51660,0,0,86100,19600,29839,0,0,49439
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/WASH/NGO/800,3994,7417,9700,9700,30811,3994,7417,9700,13123,34234
21,Somalia,1,2011,SOM-11/DMA-0489/ER /H/INGO/809,5760,5760,2880,2880,17280,540,566,199,213,1518
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Nut/NGO/909,0,5599,4650,4650,14899,0,3000,2500,2500,8000
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Nut/INGO/911,0,997,1652,1652,4301,0,997,1652,1789,4438
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/H/NGO/912,3000,9000,3000,3000,18000,340,630,1135,1135,3240
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Nut/INGO/917,0,5662,6292,6292,18246,0,2702,3246,3040,8988
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/H/INGO/919,22336,27998,6292,6292,62918,10897,19201,3986,3709,37793
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/H/NGO/924,25100,34900,0,0,60000,10705,15650,0,0,26355
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Shelter/INGO/945,8100,8100,14580,14580,45360,8100,8100,14580,17820,48600
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Shelter/NGO/955,800,1200,250,250,2500,800,1200,250,250,2500
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Shelter/INGO/966,4000,4000,0,0,8000,4000,4000,0,0,8000
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/H/UN/967,0,0,0,0,0,0,0,0,0,0
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Nut/NGO/968,0,2000,1500,1500,5000,0,144,694,680,1518
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Nut/INGO/970,0,1600,2030,2030,5660,0,78,0,0,78
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/H/INGO/971,54615,127435,22756,22756,227562,39922,52429,11485,11485,115321
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Nut/INGO/973,0,15219,14152,14152,43523,0,0,0,0,0
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Shelter/INGO/983,2410,2410,6025,6025,16870,205,1849,2396,2396,6846
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/H/NGO/984,20000,40000,0,0,60000,9071,14338,0,0,23409
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Shelter/INGO/995,6559,10802,10417,10417,38195,6559,10802,10417,10802,38580
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Nut/NGO/1000,0,4000,2500,2500,9000,0,0,0,0,0
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Nut/NGO/1004,0,5284,4810,4810,14904,1417,0,3287,2338,7042
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Nut/NGO/1011,0,5000,2400,2400,9800,0,2575,454,628,3657
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Nut/NGO/1018,0,5873,3524,3524,12921,0,2937,1762,2643,7342
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/H/NGO/1020,2200,5500,3200,3200,14100,1000,2400,1500,2100,7000
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Nut/NGO/1023,0,1800,2110,2110,6020,0,890,95,101,1086
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Shelter/UN/1024,1812,1208,0,0,3020,2648,1765,0,0,4413
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Prot/UN/1025,1812,1208,0,0,3020,1644,1096,0,0,2740
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/H/NGO/1037,6400,20800,3500,3500,34200,3019,12640,1568,2800,20027
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/WASH/NGO/1039,5986,11118,8980,8980,35064,4788,8892,7187,13339,34206
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/H/INGO/1040,21800,46200,36700,36700,141400,9347,11488,8504,11080,40419
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/H/NGO/1041,1400,10500,5600,5600,23100,1286,7205,3717,5212,17420
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/H/NGO/1042,4160,6240,6240,6240,22880,3100,2950,3900,5200,15150
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/WASH/NGO/1045,3500,18800,2350,2350,27000,380,5250,1794,1806,9230
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/WASH/NGO/1053,4160,6240,6240,6240,22880,2030,3550,3260,4700,13540
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/WASH/NGO/1055,4650,10720,3550,3550,22470,2500,5000,2000,3500,13000
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/H/NGO/1061,14993,14263,3657,3657,36570,4015,7474,3003,2826,17318
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/WASH/INGO/1069,4150,10500,10000,10000,34650,4150,10500,10000,11000,35650
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/WASH/NGO/1070,4918,6831,5738,5738,23225,4918,6831,5738,9837,27324
21,Somalia,1,2011,SOM-11/DMA-0489/ER /Shelter/INGO/1107,20000,30400,6300,6300,63000,0,0,0,0,0
21,Somalia,2,2011,SOM-11/DMA-0489/SA  2/Nut/NGO/1126,0,3000,5023,5023,13046,0,1490,2345,2894,6729
21,Somalia,1,2012,SOM-12/DMA-0489/ER /WASH/INGO/1128,10770,17847,17428,17428,63473,1248,2028,2028,2496,7800
21,Somalia,1,2012,SOM-12/DMA-0489/ER /WASH/NGO/1129,21494,34851,16490,16490,89325,21494,34851,16490,19361,92196
21,Somalia,1,2012,SOM-12/DMA-0489/ER /Shelter/INGO/1131,13160,13160,3290,3290,32900,13108,13320,3321,3876,33625
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Shelter/INGO/1133,8520,20880,22380,22380,74160,8020,20000,22000,22000,72020
21,Somalia,1,2012,SOM-12/DMA-0489/ER /WASH/NGO/1135,7366,7366,10000,10000,34732,7366,7366,100000,12000,126732
21,Somalia,1,2012,SOM-12/DMA-0489/ER /WASH/NGO/1145,11512,26042,15900,15900,69354,10457,27163,15900,18546,72066
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Shelter/NGO/1149,16344,17707,4256,4256,42563,8937,9682,2327,2328,23274
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Prot/INGO/1152,8943,13402,8660,8660,39665,3492,5462,1572,3004,13530
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Nut/NGO/1153,0,2548,1542,1542,5632,0,2548,1542,1542,5632
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/WASH/NGO/1156,5617,7021,7022,7022,26682,4162,6121,5412,6126,21821
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Prot/INGO/1158,17612,26418,22015,22015,88060,13490,20236,20236,30354,84316
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/FSC/NGO/1161,1796,2011,661,661,5129,1796,2011,661,992,5460
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Nut/NGO/1163,195,5195,4500,4500,14390,11,4,2041,1943,3999
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/H/NGO/1165,7500,22500,5000,5000,40000,3728,10122,2525,2772,19147
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/A/NGO/1172,290,1570,2910,2910,7680,290,1570,2910,2910,7680
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Nut/NGO/1175,0,1200,5000,5000,11200,0,600,2500,2000,5100
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/WASH/NGO/1176,8095,24095,30457,30457,93104,3000,5600,8300,8900,25800
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Prot/NGO/1183,100,9200,0,0,9300,1562,3638,0,0,5200
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/WASH/NGO/1185,3350,9600,3150,3150,19250,1500,5000,1500,2500,10500
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Shelter/INGO/1187,5198,6353,4252,4252,20055,1588,2383,2379,3569,9919
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/H/INGO/1188,16700,25256,16884,16884,75724,16700,25256,16884,25348,84188
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/WASH/INGO/1190,13200,19800,0,0,33000,0,0,0,0,0
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/H/NGO/1193,8120,11880,0,0,20000,3240,4555,0,0,7795
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/WASH/INGO/1194,6032,7678,9254,9254,32218,0,0,0,0,0
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/A/INGO/1196,5352,4746,4296,4296,18690,5426,4832,4354,4028,18640
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/H/INGO/1202,22336,27998,6292,6292,62918,14518,20998,4719,4348,44583
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/H/INGO/1205,4000,31000,10000,10000,55000,2964,21754,6586,6246,37550
21,Somalia,1,2012,SOM-12/DMA-0489/ER /A/NGO/1207,1190,400,0,0,1590,1224,366,0,0,1590
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Prot/UN/1208,200000,500000,0,0,700000,200000,500000,0,0,700000
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Nut/NGO/1209,0,986,1458,1458,3902,0,216,568,629,1413
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/WASH/INGO/1213,7824,8015,5890,5890,27619,1654,2081,3062,3126,9923
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/WASH/UN/1214,25650,19350,0,0,45000,65790,87210,0,0,153000
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/WASH/NGO/1224,6962,10888,12928,12928,43706,2210,3320,3980,6390,15900
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/A/NGO/1226,3862,4915,0,0,8777,3852,4925,0,0,8777
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Prot/INGO/1228,185,184,4100,4100,8569,26,14,2525,1989,4554
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/A/NGO/1229,1821,5463,4552,4552,16388,1376,1251,1517,2125,6269
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Nut/NGO/1231,0,1000,850,850,2700,0,570,475,520,1565
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Shelter/UN/1234,32536,33864,32536,32536,131472,9390,11476,14092,17223,52181
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/H/INGO/1238,40248,48301,10052,10052,108653,12670,14727,10526,9335,47258
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Shelter/UN/1239,2100,900,0,0,3000,919,1717,0,0,2636
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Nut/NGO/1242,50,3300,3225,3225,9800,50,1700,1750,1653,5153
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Nut/INGO/1249,0,5992,6292,6292,18576,0,4200,3720,4340,12260
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/EP/INGO/1252,0,0,0,0,0,0,0,0,0,0
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Nut/NGO/1255,308,1438,862,862,3470,353,1445,568,616,2982
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/H/NGO/1258,9000,18000,12000,12000,51000,3845,7900,5700,12000,29445
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/H/UN/1259,200,33872,0,0,34072,100,4485,0,0,4585
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/A/INGO/1263,6657,2852,0,0,9509,5046,2142,0,0,7188
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/A/NGO/1268,1450,2980,1350,1350,7130,1450,2980,1350,1530,7310
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/WASH/NGO/1269,3685,5528,3517,3517,16247,2027,3040,1935,2211,9213
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/A/INGO/1273,1600,1600,3350,3350,9900,3150,2500,2150,1958,9758
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Nut/NGO/1274,0,5000,3850,3850,12700,0,2550,1638,1512,5700
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Nut/NGO/1277,102,4396,7000,7000,18498,102,1758,3525,3664,9049
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/A/INGO/1280,2859,4711,4542,4542,16654,2859,4711,4542,4711,16823
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Nut/INGO/1281,40,4272,6031,6031,16374,9,3060,6008,6231,15308
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/WASH/INGO/1284,7715,12706,12253,12253,44927,7715,12706,12253,12706,45380
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Nut/NGO/1288,0,1874,3400,3400,8674,0,950,1700,1770,4420
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/WASH/NGO/1289,21000,31500,9000,9000,70500,21000,31500,9000,13500,75000
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Shelter/INGO/1292,3852,5778,3852,3852,17334,2725,4088,2725,4089,13627
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/WASH/INGO/1297,7155,8745,0,0,15900,0,0,0,0,0
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Prot/INGO/1298,3107,4950,2542,2542,13141,1345,1528,1090,1195,5158
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/Nut/UN/1300,0,0,7125,7125,14250,0,0,0,0,0
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/H/INGO/1307,40460,38874,24179,24179,127692,11812,14466,20582,24162,71022
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/WASH/INGO/1310,40850,54150,0,0,95000,34509,37384,0,0,71893
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/WASH/INGO/1314,7248,7852,14496,14496,44092,5760,6240,11520,12480,36000
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/H/UN/1315,1174680,1320260,7000,7000,2508940,822000,924000,3232,4956,1754188
21,Somalia,1,2012,SOM-12/DMA-0489/ER /FSC/INGO/1317,5800,5800,8700,8700,29000,2526,11066,8736,8157,30485
21,Somalia,1,2012,SOM-12/DMA-0489/ER /WASH/NGO/1321,19311,28965,0,0,48276,19311,28965,0,0,48276
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/EP/UN/1325,0,0,0,0,0,1402,0,0,0,1402
21,Somalia,1,2012,SOM-12/DMA-0489/ER /L/UN/1328,0,0,0,0,0,0,0,0,0,0
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/EP/UN/1329,0,0,0,0,0,25,20,0,0,45
21,Somalia,2,2012,SOM-12/DMA-0489/SA  1/EP/UN/1330,130,130,0,0,260,120,40,0,0,160
21,Somalia,1,2012,SOM-12/DMA-0489/ER /WASH/NGO/1332,6650,19500,8500,8500,43150,6650,19500,8500,9500,44150
21,Somalia,1,2012,SOM-12/DMA-0489/ER /Nut/NGO/1352,0,3500,4100,4100,11700,0,1760,1900,2500,6160
21,Somalia,1,2012,SOM-12/DMA-0489/ER /Nut/INGO/1356,17,1543,1025,1025,3610,17,871,613,655,2156
21,Somalia,1,2012,SOM-12/DMA-0489/ER /WASH/INGO/1423,42000,42000,0,0,84000,44100,53900,0,0,98000
21,Somalia,1,2012,SOM-12/DMA-0489/ER /FSC/INGO/1446,3000,4000,8750,8750,24500,6077,5513,11053,9735,32378
21,Somalia,1,2012,SOM-12/DMA-0489/ER /WASH/INGO/1448,4480,6720,1120,1120,13440,4480,6720,1120,1680,14000
21,Somalia,1,2012,SOM-12/DMA-0489/ER /WASH/INGO/1453,1318,3130,2212,2212,8872,1068,2960,2010,2162,8200
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/FSC/NGO/1456,1386,2079,2703,2703,8871,1386,2079,2703,3732,9900
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/H/UN/1460,60144,79252,16000,16000,171396,40088,52687,10700,10700,114175
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/H/INGO/1461,11885,65370,23771,23771,124797,7803,36532,21686,21361,87382
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/WASH/INGO/1462,6576,6844,5380,5380,24180,456,474,135,135,1200
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/FSC/INGO/1463,3780,1620,0,0,5400,3774,1626,0,0,5400
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/Prot/NGO/1468,1017,1066,800,800,3683,503,709,420,300,1932
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/FSC/NGO/1473,1010,1100,2160,2160,6430,1010,1100,2160,2160,6430
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/Nut/NGO/1474,50,1444,2051,2051,5596,20,556,807,1002,2385
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/Nut/NGO/1476,27,2528,5970,5970,14495,27,886,904,904,2721
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/WASH/NGO/1477,12247,13267,13268,13268,52050,9400,10259,9254,10482,39395
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/EP/INGO/1486,3000000,3000000,0,0,6000000,3000000,3000000,0,0,6000000
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/Nut/UN/1487,0,0,22100,22100,44200,0,0,14266,13706,27972
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/Nut/NGO/1490,325,440,490,490,1745,325,440,490,545,1800
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/EP/UN/1495,225000,225000,225000,225000,900000,225000,225000,225000,225000,900000
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/EP/INGO/1496,0,0,0,0,0,0,91,0,0,91
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/FSC/INGO/1497,26385,20565,0,0,46950,20913,16432,0,0,37345
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/Nut/NGO/1498,0,600,600,600,1800,0,346,297,415,1058
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/Nut/INGO/1504,0,5662,6292,6292,18246,0,4530,5030,5037,14597
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/FSC/NGO/1505,1880,2080,3300,3300,10560,1880,2080,3300,3300,10560
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/FSC/NGO/1507,838,1257,838,838,3771,915,1295,724,876,3810
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/Shelter/UN/1509,150,150,300,300,900,150,150,300,300,900
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/FSC/INGO/1512,3526,3151,2830,2830,12337,1446,538,4960,4960,11904
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/FSC/NGO/1513,1684,1810,1223,1223,5940,556,602,1223,1223,3604
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/WASH/INGO/1520,3831,4864,2310,2310,13315,1114,2053,1052,1714,5933
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/FSC/NGO/1526,1889,2519,2308,2308,9024,1889,2519,2308,3778,10494
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/Ed/NGO/1527,195,220,2200,2200,4815,195,220,1865,1105,3385
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/Prot/INGO/1529,22147,24532,10015,10015,66709,3,179,0,16,198
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/H/INGO/1531,4158,5742,3564,4536,18000,2899,5728,1861,1502,11990
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/Ed/INGO/1539,67,26,1045,1045,2183,53,25,842,600,1520
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/WASH/NGO/1544,4822,7232,4450,4450,20954,4822,7232,4450,6676,23180
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/H/INGO/1547,43218,44982,59682,59682,207564,11097,32370,8130,31649,83246
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/WASH/INGO/1550,17356,17178,13957,13957,62448,17860,17448,13978,13965,63251
21,Somalia,1,2012,SOM-12/DMA-0489/ER /FSC/UN/1551,12250,5250,0,0,17500,16986,5662,0,0,22648
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/WASH/INGO/1556,6891,7147,5615,5615,25268,2000,3000,2500,2500,10000
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/Nut/NGO/1558,0,997,1652,1652,4301,0,905,1516,1647,4068
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/FSC/NGO/1559,720,840,300,300,2160,367,434,184,185,1170
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/Ed/INGO/1568,18,12,2160,2160,4350,6,4,1728,1152,2890
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/Ed/INGO/1571,25,25,1200,1200,2450,30,20,1071,849,1970
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/Nut/NGO/1578,20,2495,2700,2700,7915,20,772,1230,1230,3252
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/Prot/INGO/1579,3930,6520,3216,3216,16882,500,800,0,100,1400
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/FSC/INGO/1580,2448,4032,3888,3888,14256,1950,2022,1228,2022,7222
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/EP/INGO/1582,0,0,0,0,0,196,142,0,0,338
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/Nut/NGO/1586,0,600,800,800,2200,0,300,0,400,700
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/Shelter/INGO/1590,2100,4200,2450,2450,11200,761,1186,888,693,3528
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/Nut/NGO/1594,115,957,964,964,3000,85,713,482,722,2002
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/FSC/NGO/1595,1753,2170,2003,2003,7929,1753,2170,2003,2540,8466
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/FSC/INGO/1599,792,1188,2310,2310,6600,512,400,1029,686,2627
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/FSC/INGO/1600,24,8,483,483,998,24,8,460,230,722
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/H/UN/1605,99960,104040,87000,87000,378000,50000,62000,44000,44000,200000
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/Prot/INGO/1613,2530,4620,1870,1870,10890,2500,2500,984,756,6740
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/Prot/INGO/1614,70,70,1400,1400,2940,176,154,1383,1976,3689
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/FSC/NGO/1615,604,738,3020,3020,7382,0,0,0,0,0
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/FSC/UN/1616,744,744,3717,3717,8922,872,1235,4670,5865,12642
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/Ed/INGO/1620,4207,6325,788,788,12108,80,18,120,120,338
21,Somalia,2,2012,SOM-12/DMA-0489/SA  2/FSC/INGO/1621,1223,2271,6114,6114,15722,1035,1552,5174,7761,15522
